city,country,2017,2018,2019,2020,2021,2022,2023
Otsuki,Japan,11.2,10.9,11.2,10.1,9.7,9.8,9.8
Owariasahi,Japan,11.3,12.1,11.2,9.6,9.3,9.4,9.4
Oyabe,Japan,8.9,9.4,8.8,7.5,6.7,6.2,6.2
Oyama,Japan,13.7,13.2,12.9,12.2,10.1,10.1,10.0
Ozu,Japan,13.8,14.3,14.3,12.8,12.1,12.2,12.2
Reihoku,Japan,12.8,12.3,14.6,12.8,11.1,11.6,11.6
Rishiri,Japan,7.8,10.3,8.7,7.0,5.9,7.0,7.0
Sabae,Japan,13.7,14.3,13.3,10.6,8.2,7.9,7.9
Sado,Japan,9.5,11.4,9.3,7.9,7.6,7.6,8.0
Saga,Japan,14.3,13.5,13.8,12.2,10.3,10.0,10.0
Sagae,Japan,8.3,9.0,8.3,8.1,7.9,8.0,8.1
Sagamihara,Japan,9.8,10.3,9.8,8.6,8.0,8.35,8.35
Saijo,Japan,14.7,14.8,14.3,12.5,11.7,11.7,11.8
Saitama,Japan,12.7,12.7,11.3,9.8,9.1,8.5,8.5
Sakai,Japan,12.35,12.8,12.35,9.8,8.3,9.2,9.2
Sakaide,Japan,13.0,12.9,11.4,10.4,8.8,9.5,9.5
Sakata,Japan,8.5,8.3,9.4,8.4,8.5,8.3,8.4
Saku,Japan,9.9,10.9,9.3,7.5,6.6,7.0,6.9
Sakura,Japan,10.4,9.8,9.0,7.6,7.3,7.7,7.7
Sakurai,Japan,11.3,11.8,11.4,10.2,9.3,9.3,9.3
Samukawa,Japan,9.8,10.1,9.6,9.6,8.7,8.7,8.7
Sanda,Japan,11.0,10.4,9.4,9.0,8.4,9.5,9.5
Sanyoonoda,Japan,16.5,12.2,12.3,10.2,9.9,10.0,10.0
Sapporo,Japan,8.4,7.3,8.1,7.0,6.8,6.5,6.5
Sasaguri,Japan,13.1,13.0,11.4,11.0,10.1,11.3,11.3
Sasebo,Japan,14.8,12.8,12.6,11.0,9.3,9.4,9.4
Satsumasendai,Japan,16.1,15.2,13.2,12.4,10.3,10.7,10.7
Satte,Japan,15.9,15.6,15.5,10.8,10.3,10.5,10.5
Seika,Japan,13.9,13.9,13.2,11.6,11.1,10.6,10.6
Sendai,Japan,8.7,9.0,8.6,6.8,6.8,6.6,6.6
Seto,Japan,11.2,11.3,10.4,9.2,9.2,8.4,8.4
Shibata,Japan,9.0,9.4,9.7,7.9,8.1,8.0,8.0
Shijonawate,Japan,14.1,13.9,12.9,11.6,11.7,10.9,10.8
Shikokuchuo,Japan,14.9,14.9,13.6,13.0,12.4,12.5,12.5
Shima,Japan,15.2,9.5,8.4,6.7,6.4,6.7,6.6
Shimamoto,Japan,10.3,9.1,8.1,6.2,6.4,6.8,6.8
Shimanto,Japan,11.4,10.7,10.7,10.1,8.7,8.9,8.8
Shimonoseki,Japan,14.5,13.4,12.8,11.2,10.4,9.8,9.8
Shimotsuma,Japan,13.1,13.3,12.8,9.7,9.5,9.8,9.8
Shingu,Japan,9.4,9.3,8.5,8.2,6.4,6.0,6.0
Shinjo,Japan,8.6,9.2,9.1,8.2,8.6,8.7,8.4
Shirakawa,Japan,10.5,11.3,10.2,9.0,9.9,6.6,6.6
Shiroishi,Japan,13.15,13.0,12.65,11.15,10.2,10.35,10.35
Shonai,Japan,9.0,9.4,9.3,8.5,8.7,8.7,8.4
Shunan,Japan,13.8,12.7,12.6,11.3,9.8,9.2,9.1
Sodegaura,Japan,11.5,10.9,9.7,8.6,7.8,7.5,7.5
Soja,Japan,14.7,13.7,12.7,11.8,12.0,12.8,12.8
Soka,Japan,14.0,12.5,11.7,10.3,9.9,10.3,10.3
Sosa,Japan,12.0,12.1,11.8,11.8,13.5,8.3,8.3
Suita,Japan,13.2,13.5,13.3,9.1,9.0,9.9,9.9
Sumoto,Japan,9.3,9.4,8.7,7.5,6.8,7.3,7.3
Susaki,Japan,11.3,10.8,10.1,10.3,8.6,9.3,9.2
Suwa,Japan,8.6,9.9,8.3,7.6,7.1,7.2,7.1
Suzu,Japan,7.3,7.9,7.7,6.8,6.6,7.2,6.9
Suzuka,Japan,13.0,13.9,12.6,10.4,9.9,9.5,9.5
Tachikawa,Japan,11.4,12.1,10.2,8.7,8.1,8.2,8.2
Tagawa,Japan,15.0,13.8,13.8,12.6,11.4,12.4,12.5
Tahara,Japan,10.9,11.5,11.1,9.3,9.0,8.9,8.9
Taishi,Japan,13.0,11.7,11.8,9.7,9.7,10.1,9.9
Tajimi,Japan,10.7,10.9,10.6,9.0,8.5,8.9,8.6
Takahama,Japan,12.4,12.7,11.8,9.6,7.6,7.5,7.5
Takaishi,Japan,12.8,12.3,12.7,7.9,8.4,9.5,9.5
Takamatsu,Japan,13.4,13.3,11.2,9.6,9.0,8.3,8.4
Takanabe,Japan,14.2,12.9,12.4,12.6,10.0,11.3,11.3
Takaoka,Japan,11.7,11.5,11.2,10.0,10.9,10.2,10.2
Takarazuka,Japan,11.6,11.4,11.1,9.0,8.6,8.9,8.9
Takasago,Japan,13.8,13.2,13.0,11.6,10.7,11.8,11.8
Takashima,Japan,11.5,10.8,10.3,9.1,9.3,9.4,9.3
Takatsuki,Japan,11.7,11.4,10.8,7.0,7.6,8.6,8.6
Takayama,Japan,8.5,9.0,8.5,7.8,7.9,8.3,8.2
Takehara,Japan,12.5,11.9,10.6,10.4,9.1,8.9,8.8
Takeo,Japan,14.2,13.1,13.6,13.4,10.2,10.5,10.5
Takizawa,Japan,12.3,13.0,13.3,11.0,7.8,6.7,6.7
Taku,Japan,13.9,13.1,13.1,11.5,9.9,9.9,9.9
Tama,Japan,12.2,10.9,10.0,8.7,8.0,8.6,8.6
Tamano,Japan,13.6,13.4,13.1,11.8,11.4,11.8,11.8
Tamba,Japan,10.3,10.2,10.1,8.9,7.9,9.0,9.0
Tatebayashi,Japan,13.4,13.7,13.0,11.5,10.9,10.2,10.1
Tateyama,Japan,10.1,11.1,9.9,8.7,7.0,6.9,6.9
Tenri,Japan,14.8,16.6,14.1,10.5,9.4,10.0,10.0
Toba,Japan,10.7,9.0,8.6,6.9,6.7,6.9,6.9
Tobishima,Japan,14.6,15.0,14.6,12.6,12.0,12.5,12.5
Tochigi,Japan,10.1,10.1,9.5,8.7,8.4,8.5,8.3
Toda,Japan,13.4,14.9,11.5,10.1,9.3,9.5,9.5
Togane,Japan,9.1,9.2,9.2,7.7,7.2,7.1,7.2
Togo,Japan,11.9,11.3,10.8,8.7,8.3,7.8,7.8
Tokai,Japan,14.3,14.8,13.4,11.3,9.4,9.3,9.3
Tokoname,Japan,11.0,13.2,11.1,9.6,9.3,8.7,8.6
Tokorozawa,Japan,14.0,14.2,13.1,10.3,9.4,8.5,8.5
Tokushima,Japan,11.6,10.3,9.3,8.5,7.9,8.4,8.4
Tokyo,Japan,13.0,13.1,11.7,10.1,9.1,9.2,9.2
Tomakomai,Japan,11.9,9.6,9.7,7.6,7.0,6.5,6.6
Tomioka,Japan,9.0,10.2,9.6,8.6,8.3,8.2,8.2
Tondabayashi,Japan,13.8,15.1,15.0,7.3,7.8,8.5,8.5
Tosu,Japan,14.1,13.1,13.6,13.1,10.3,10.2,10.3
Toyama,Japan,8.0,8.1,8.4,7.5,7.5,7.7,7.7
Toyohashi,Japan,10.4,10.7,10.4,8.9,8.8,8.0,8.0
Toyokawa,Japan,12.8,12.9,10.2,8.5,8.3,7.9,7.9
Toyono,Japan,10.0,10.1,9.8,6.7,6.6,7.7,7.7
Toyooka,Japan,11.1,12.0,12.3,8.6,8.6,8.4,8.4
Toyota,Japan,9.0,9.7,9.2,7.9,7.4,7.5,7.5
Tsu,Japan,12.0,9.8,8.8,8.1,8.4,8.0,8.0
Tsuchiura,Japan,12.0,12.7,12.7,9.0,9.0,9.6,9.6
Tsukumi,Japan,11.1,10.1,9.6,8.9,8.3,8.5,8.5
Tsumagoi,Japan,9.1,9.2,8.5,7.7,7.5,8.2,8.2
Tsuruga,Japan,12.1,12.5,12.3,9.9,7.5,7.2,7.2
Tsuruoka,Japan,8.5,9.2,9.0,8.6,8.3,7.8,7.9
Tsushima,Japan,11.0,11.6,10.7,10.2,8.75,8.866666666666665,8.833333333333334
Tsuyama,Japan,12.2,12.2,11.7,10.2,9.6,10.3,10.2
Ube,Japan,12.8,11.9,11.4,9.7,9.2,9.3,9.3
Uchinada,Japan,7.7,7.7,8.1,6.7,7.0,7.2,7.0
Uji,Japan,11.9,11.7,10.5,9.0,8.7,8.9,8.9
Uozu,Japan,9.5,10.0,10.1,9.5,8.7,8.8,8.8
Ureshino,Japan,14.9,13.8,13.6,11.7,10.6,10.3,10.3
Usuki,Japan,12.1,10.5,10.0,9.7,8.3,8.9,8.8
Uto,Japan,14.7,13.2,15.2,15.2,12.0,12.9,12.8
Utsunomiya,Japan,12.2,12.6,12.3,11.0,10.3,9.1,9.0
Uwajima,Japan,10.4,9.9,9.4,9.6,8.3,8.1,8.1
Wajima,Japan,8.0,7.8,8.0,7.2,7.3,7.6,7.3
Wakasa,Japan,11.3,11.4,10.7,8.9,8.6,8.7,8.7
Wakayama,Japan,13.3,12.5,11.3,10.3,10.1,10.4,10.4
Waki,Japan,12.7,11.9,11.8,10.2,9.8,9.5,9.5
Wakuya,Japan,7.7,8.9,8.5,7.2,6.5,6.5,6.4
Yachiyo,Japan,11.4,12.1,10.8,9.7,9.0,8.8,8.8
Yaita,Japan,10.0,10.3,9.3,7.6,7.5,7.8,7.6
Yamagata,Japan,8.8,9.6,9.1,8.4,8.9,8.85,8.85
Yamaguchi,Japan,12.1,10.1,10.8,9.1,8.5,8.8,8.8
Yamato,Japan,11.2,12.0,10.7,8.4,8.1,8.3,8.3
Yamatotakada,Japan,12.4,12.4,12.1,10.9,10.0,10.5,10.5
Yame,Japan,13.7,14.3,12.7,11.6,10.1,10.5,10.5
Yanagawa,Japan,14.7,13.3,13.1,11.5,12.1,11.3,11.4
Yanai,Japan,11.4,10.7,10.3,9.5,8.6,8.9,8.8
Yao,Japan,13.4,13.2,12.9,8.3,9.9,11.5,11.6
Yashio,Japan,11.6,12.3,11.6,10.5,9.8,9.8,9.8
Yatsushiro,Japan,14.3,14.9,15.2,14.2,12.7,13.3,13.3
Yawatahama,Japan,11.0,10.3,10.4,9.6,9.0,9.3,9.3
Yokkaichi,Japan,13.6,14.2,12.2,10.2,10.2,9.7,9.7
Yokohama,Japan,10.7,11.3,10.5,9.6,8.6,8.6,8.6
Yokoshibahikari,Japan,10.6,10.4,9.9,9.0,8.4,8.6,8.6
Yokosuka,Japan,11.6,12.6,11.7,10.5,9.7,8.8,8.8
Yonezawa,Japan,8.3,8.7,8.2,7.7,8.0,7.4,7.7
Yorii,Japan,11.9,11.1,10.8,9.5,8.9,8.9,8.9
Yotsukaido,Japan,11.8,12.5,11.5,10.5,10.0,9.1,9.2
Yufu,Japan,12.0,10.3,10.1,9.6,8.6,9.6,9.5
Yurihonjo,Japan,8.4,9.2,9.1,7.4,7.0,7.4,7.1
Zentsuji,Japan,15.4,15.1,14.2,13.0,11.6,11.1,11.1
Pristina,Kosovo,31.7,30.4,23.5,20.0,14.6,13.7,13.7
Kuwait City,Kuwait,46.8,56.0,38.3,34.0,29.7,57.5,57.3
Klaipeda,Lithuania,17.2,20.4,15.5,8.8,8.5,8.2,8.1
Vilnius,Lithuania,16.9,18.2,15.8,13.4,14.6,14.5,14.5
Celaya,Mexico,22.2,20.1,20.0,18.6,19.3,19.2,19.2
Irapuato,Mexico,23.2,19.7,19.2,18.2,17.9,18.1,18.1
Leon,Mexico,27.3,20.8,20.9,19.0,16.6,17.0,17.0
Mexicali,Mexico,22.7,30.2,17.7,19.7,15.9,14.4,14.4
Mexico City,Mexico,20.4,19.7,20.5,18.8,21.7,22.1,22.1
Monterrey,Mexico,15.7,17.2,19.3,14.5,20.1,18.1,18.1
Salamanca,Mexico,25.1,20.9,20.9,18.0,19.6,20.0,20.0
Ulaanbaatar,Mongolia,66.5,58.5,62.0,46.6,33.8,30.6,30.7
Kathmandu,Nepal,45.9,54.4,48.0,39.2,50.9,40.7,40.8
Amsterdam,Netherlands,12.2,11.5,10.7,9.9,10.3,10.1,10.0
Biest Houtakker,Netherlands,10.4,12.5,11.6,10.5,11.0,12.1,12.2
Breda,Netherlands,11.6,14.1,11.5,9.1,10.5,11.4,11.4
Breukelen,Netherlands,9.9,11.7,10.6,9.1,10.0,9.7,9.6
Cabauw,Netherlands,9.4,10.9,10.7,9.3,9.6,9.8,9.8
De Zilk,Netherlands,9.5,10.2,9.7,7.7,9.7,10.5,10.4
Den Haag,Netherlands,9.8,10.1,9.9,8.5,8.0,9.3,9.1
Diemen,Netherlands,9.2,12.5,10.5,8.1,8.7,7.7,7.7
Enschede,Netherlands,11.1,10.5,10.0,8.5,9.2,8.8,8.7
Groningen,Netherlands,8.5,10.3,9.5,8.0,9.5,9.6,9.6
Heerlen,Netherlands,9.1,10.6,9.7,8.3,9.4,9.5,9.5
Hoek v. Holland,Netherlands,11.4,10.7,10.5,10.1,9.4,10.8,10.8
IJmuiden,Netherlands,8.1,9.8,9.8,8.7,9.1,10.1,10.1
Maassluis,Netherlands,11.4,14.0,11.8,11.2,11.1,10.3,10.2
Nijmegen,Netherlands,11.0,11.9,11.1,10.0,11.5,10.9,10.9
Ridderkerk,Netherlands,13.0,12.7,11.0,10.0,10.4,10.4,10.4
Rotterdam,Netherlands,11.2,12.1,11.2,9.5,9.9,10.7,10.6
Schiedam,Netherlands,12.5,12.3,11.1,10.6,10.8,10.9,10.9
Utrecht,Netherlands,10.9,11.5,11.2,10.1,12.3,11.9,11.9
Veldhoven,Netherlands,11.2,12.8,12.3,10.6,12.5,14.1,14.1
Vredepeel,Netherlands,9.5,12.1,12.1,10.3,11.6,11.2,11.4
Wekerom,Netherlands,10.7,12.8,11.4,9.6,10.9,10.0,10.0
Wieringerwerf,Netherlands,8.9,10.1,10.3,8.6,8.6,9.1,9.0
Zaandam,Netherlands,11.7,11.4,13.3,11.3,12.0,9.6,9.5
Ashburton,New Zealand,11.7,9.4,9.7,9.0,7.5,7.5,7.5
Blenheim,New Zealand,19.1,13.8,12.2,12.3,11.5,12.4,11.6
Christchurch,New Zealand,8.9,7.7,7.3,7.0,5.2,4.4,4.4
Geraldine,New Zealand,13.0,11.0,10.4,10.0,9.1,7.8,7.9
Kaiapoi,New Zealand,14.0,10.9,11.9,10.0,10.2,9.0,9.1
Masterton,New Zealand,14.7,11.1,12.5,11.2,11.0,8.3,8.2
Rangiora,New Zealand,11.2,8.3,9.7,9.7,8.4,7.8,7.9
Timaru,New Zealand,10.9,8.6,10.9,9.3,9.2,8.8,8.8
Waimate,New Zealand,12.3,7.8,10.2,9.6,8.6,7.6,7.6
Baerum,Norway,9.0,9.7,9.1,6.7,11.0,9.2,9.1
Bergen,Norway,5.2,5.5,5.9,5.0,5.9,5.5,5.5
Brevik,Norway,6.1,7.4,7.2,6.3,7.0,6.8,6.8
Elverum,Norway,6.7,7.6,7.4,6.2,6.5,7.0,7.0
Fredrikstad,Norway,9.0,8.8,8.4,7.0,9.5,8.1,8.0
Gjovik,Norway,6.8,8.4,6.8,5.4,6.4,6.4,6.4
Hamar,Norway,11.8,8.8,8.5,7.0,8.0,7.3,7.2
Lillehammer,Norway,6.6,6.7,6.2,5.5,5.9,5.7,5.7
Lillestrom,Norway,6.7,7.5,6.6,6.1,10.1,7.7,7.7
Moss,Norway,7.7,8.5,8.9,7.4,8.9,7.7,7.6
Narvik,Norway,3.9,4.6,5.2,3.9,5.2,4.4,4.4
Oslo,Norway,7.4,8.2,7.5,6.4,7.5,6.9,6.8
Porsgrunn,Norway,7.4,7.5,7.6,7.5,9.0,8.6,8.6
Stavanger,Norway,6.8,8.0,7.8,6.4,8.7,6.9,6.8
Tromso,Norway,6.0,6.2,6.1,5.5,5.6,4.6,4.7
Trondheim,Norway,5.1,6.4,5.9,4.8,6.1,5.2,5.2
Islamabad,Pakistan,39.2,38.6,35.2,39.0,41.1,40.6,40.6
Karachi,Pakistan,38.5,33.7,40.2,43.8,45.9,50.6,50.0
Lahore,Pakistan,133.2,114.9,89.5,79.2,86.5,97.4,97.4
Lima,Peru,27.7,28.0,23.7,18.0,31.5,25.6,25.5
Bialystok,Poland,17.0,16.3,13.7,13.8,16.1,13.3,13.1
Bydgoszcz,Poland,20.7,24.2,21.7,15.8,13.1,13.0,13.0
Gdansk,Poland,11.7,10.1,14.2,15.0,16.5,14.9,14.9
Jelenia Gora,Poland,21.8,21.3,20.1,19.6,19.3,14.8,15.1
Kalisz,Poland,26.1,23.3,19.4,18.8,23.9,21.8,22.0
Katowice,Poland,25.1,30.4,26.0,21.4,22.5,25.9,25.0
Konstancin-Jeziorna,Poland,21.6,21.8,15.9,15.8,19.4,14.2,14.4
Krakow,Poland,30.2,28.9,24.6,21.7,24.7,20.0,20.0
Legionowo,Poland,21.8,22.5,18.8,20.6,18.9,16.3,16.4
Lodz,Poland,23.3,23.8,19.9,18.1,20.2,15.4,15.4
Lublin,Poland,21.6,21.0,20.5,18.5,23.1,19.1,19.4
Mielec,Poland,25.3,25.1,21.1,18.8,23.9,16.4,16.4
Olsztyn,Poland,17.9,20.3,15.5,14.1,13.4,11.0,11.1
Otwock,Poland,29.3,30.2,18.2,22.4,19.6,14.6,14.9
Piastow,Poland,24.4,19.5,19.2,17.8,18.0,14.7,14.7
Ponik,Poland,17.2,17.7,12.8,15.2,17.8,15.0,15.1
Poznan,Poland,21.9,22.0,20.4,15.6,19.2,16.8,16.8
Przemysl,Poland,25.7,23.1,20.9,18.0,14.6,10.8,10.9
Radom,Poland,25.9,27.1,18.7,19.5,19.6,14.8,14.8
Rymanow-Zdroj,Poland,18.2,14.6,15.8,11.7,10.4,9.0,9.1
Siedlce,Poland,22.2,22.0,16.3,15.7,14.8,15.5,15.7
Szczecin,Poland,19.2,18.6,15.6,13.0,13.4,12.6,12.6
Tarnow,Poland,27.4,23.3,22.5,20.3,21.4,17.4,17.5
Torun,Poland,19.3,19.4,19.1,14.5,19.2,16.8,16.8
Warsaw,Poland,26.7,24.2,17.3,16.7,18.2,15.3,15.3
Wroclaw,Poland,21.9,22.9,18.7,17.1,19.9,18.7,18.6
Zgierz,Poland,19.2,21.9,27.0,24.5,20.7,15.3,13.8
Zielona Gora,Poland,15.3,16.9,13.8,10.6,11.7,10.8,10.7
Zyrardow,Poland,23.8,26.6,17.8,16.7,20.2,17.0,17.1
Alandroal,Portugal,13.3,7.1,5.3,4.8,4.9,6.4,6.5
Alcoutim,Portugal,7.9,8.5,7.7,5.7,2.7,3.3,3.6
Almada,Portugal,14.8,13.5,9.6,9.0,8.1,6.9,6.9
Faro,Portugal,9.8,8.5,10.5,7.5,3.7,3.8,3.8
Funchal,Portugal,5.6,5.2,6.0,5.9,5.2,6.3,6.3
Lisbon,Portugal,14.1,11.7,9.4,9.1,8.2,7.5,7.5
Palmela,Portugal,13.5,9.3,11.0,7.5,5.4,6.3,6.3
Santana,Portugal,5.8,3.4,4.2,4.7,3.7,3.8,3.8
Sines,Portugal,4.9,5.9,6.8,6.2,6.8,9.4,10.4
Krasnoyarsk,Russia,16.4,23.1,17.7,14.7,49.8,51.7,52.1
Moscow,Russia,8.4,10.1,10.0,10.5,11.9,10.8,10.8
Vladivostok,Russia,16.2,13.5,12.6,3.6,3.4,3.6,3.2
Belgrade,Serbia,24.5,23.9,23.3,24.3,23.4,22.1,22.0
Singapore,Singapore,13.3,14.8,19.0,11.8,13.8,13.3,13.3
Banska Bystrica,Slovakia,19.7,17.6,15.3,15.8,16.5,12.3,12.3
Bratislava,Slovakia,14.9,17.2,13.6,14.2,13.8,13.4,13.4
Hnusta,Slovakia,19.0,18.9,16.2,14.0,16.0,14.4,14.5
Jelsava,Slovakia,26.7,24.3,21.4,19.0,23.7,21.3,21.3
Kosice,Slovakia,21.2,17.6,19.4,17.0,19.2,17.1,17.1
Martin,Slovakia,22.1,18.0,16.1,15.7,20.6,17.3,17.4
Nitra,Slovakia,17.0,17.6,15.1,14.1,15.1,10.1,10.3
Presov,Slovakia,24.3,20.2,18.3,16.1,18.6,17.1,17.0
Ruzomberok,Slovakia,24.4,20.7,18.5,19.6,18.3,17.3,17.0
Trencin,Slovakia,13.2,19.8,17.9,15.6,15.1,14.1,14.0
Trnava,Slovakia,16.8,20.5,16.7,16.3,15.8,13.4,13.5
Vranov nad Toplou,Slovakia,19.7,18.7,16.2,14.4,16.6,15.1,14.5
Ansan,South Korea,26.2,24.2,24.0,19.9,19.8,17.8,17.8
Anyang,South Korea,23.7,27.1,25.4,21.9,19.7,19.8,19.9
Asan,South Korea,26.8,26.0,31.0,25.1,27.4,28.3,28.3
Bucheon,South Korea,25.6,27.3,30.8,20.9,21.9,17.4,17.5
Cheonan,South Korea,27.7,25.4,29.4,23.9,28.1,30.3,30.4
Gimcheon,South Korea,25.8,24.8,25.3,17.8,16.9,14.7,14.7
Gimhae,South Korea,19.8,20.2,20.8,16.9,15.1,15.3,14.9
Gimpo,South Korea,28.4,24.0,26.6,20.9,22.4,20.1,20.2
Goyang,South Korea,26.7,25.2,24.9,20.2,20.7,19.1,19.1
Gumi,South Korea,22.9,25.2,20.3,18.5,17.7,16.3,16.3
Gunsan,South Korea,24.9,25.6,27.0,20.3,19.6,19.7,19.8
Guri,South Korea,29.6,24.3,26.6,19.8,19.2,18.4,18.4
Gwacheon,South Korea,24.2,23.2,26.1,21.5,18.9,18.8,18.8
Gwangju,South Korea,29.6,27.8,26.25,17.8,19.5,20.5,20.55
Gyeongsan,South Korea,24.9,25.4,25.0,21.0,19.4,16.7,16.5
Hwaseong,South Korea,25.4,26.7,29.1,22.5,21.8,21.0,21.0
Osan,South Korea,28.8,27.8,28.2,22.8,23.0,22.6,22.6
Pohang,South Korea,20.8,23.6,18.5,15.7,15.9,15.6,16.0
Pyeongtaek,South Korea,33.1,29.5,29.4,21.7,22.8,23.2,23.2
Sejong,South Korea,19.2,21.9,26.5,21.6,19.3,18.8,18.7
Seongnam,South Korea,25.6,23.8,23.8,19.8,18.8,17.7,17.8
Seosan,South Korea,19.8,18.7,21.5,18.9,25.4,25.8,25.9
Seoul,South Korea,25.2,23.3,24.8,20.9,19.7,18.3,18.3
Siheung,South Korea,26.6,28.7,30.6,20.0,22.2,20.5,20.6
Suwon,South Korea,25.8,23.6,25.5,21.0,19.5,18.2,18.2
Wonju,South Korea,31.4,29.6,27.7,18.4,17.4,17.8,17.9
Yeongju,South Korea,26.9,28.1,26.9,20.7,19.5,16.9,16.9
Yongin,South Korea,28.1,24.8,25.2,21.4,20.5,19.6,19.6
A Coruna,Spain,13.7,13.5,12.0,14.0,12.5,11.3,11.4
Alacant,Spain,9.7,4.4,6.5,6.7,5.0,4.5,4.5
Albalat dels Tarongers,Spain,5.1,4.7,4.6,5.1,3.2,3.1,3.2
Algar de Palancia,Spain,5.2,6.2,6.0,5.2,4.2,3.7,3.6
Algete,Spain,10.8,12.3,13.2,10.5,9.9,10.6,10.6
Almassora,Spain,7.4,8.7,7.4,5.5,7.1,6.7,6.7
Arucas,Spain,11.4,7.8,7.8,22.8,8.2,8.9,8.9
Beasain,Spain,8.5,9.5,10.2,9.8,8.9,11.7,11.8
Benicasim,Spain,5.0,6.6,7.1,4.9,4.4,4.9,5.0
Bilbo,Spain,10.2,9.7,9.7,9.2,10.1,11.0,11.0
Borriana,Spain,6.7,5.4,5.1,4.8,5.1,5.3,5.3
Castello de la Plana,Spain,9.9,7.4,7.2,7.9,5.6,4.0,4.0
Caudete de las Fuentes,Spain,7.7,5.7,6.1,5.9,6.9,4.8,4.8
Collado Villalba,Spain,10.3,9.0,10.2,12.3,11.1,10.2,10.2
Donostia,Spain,8.8,9.6,8.9,8.0,8.9,8.6,8.6
Durango,Spain,9.8,8.3,7.7,6.9,10.6,9.7,9.4
Elda,Spain,10.9,10.1,9.7,9.2,8.3,8.0,8.0
Ferrol,Spain,8.7,8.1,7.8,7.4,7.5,6.8,6.8
Gijon,Spain,10.6,9.9,11.2,9.8,10.2,10.9,10.9
L'Alcora,Spain,8.0,8.6,6.9,6.6,5.4,5.0,5.0
Lalastra,Spain,5.3,5.5,6.3,5.8,4.1,5.6,5.8
Langreo,Spain,16.5,12.1,12.4,10.6,9.5,10.3,10.3
Laza,Spain,7.5,6.2,5.9,5.8,5.6,6.8,6.7
Lugo,Spain,10.6,9.2,9.2,9.4,10.5,10.3,10.2
Lugones,Spain,15.5,12.1,13.5,12.8,11.6,11.4,11.3
Madrid,Spain,9.9,10.0,9.2,9.0,9.4,9.5,9.4
Mimetiz,Spain,8.0,8.0,7.7,7.2,8.9,10.8,10.7
Ourense,Spain,12.1,9.5,9.9,8.2,9.8,9.8,10.1
Patones,Spain,8.4,7.0,7.2,6.9,6.8,6.6,6.5
Pontecesures,Spain,12.1,11.4,11.3,8.7,9.2,8.9,9.0
Puerto del Rosario,Spain,7.7,10.5,7.8,8.1,10.0,10.5,10.5
Quart de Poblet,Spain,9.4,12.6,13.2,11.2,10.2,10.3,10.3
Sagunt,Spain,7.0,6.7,5.0,9.2,8.6,6.7,6.7
Salinas,Spain,8.6,7.9,7.5,7.5,8.4,7.1,7.2
Santa Cruz de Tenerife,Spain,8.0,6.9,7.4,11.2,8.6,12.4,12.4
Santiago de Compostela,Spain,12.7,10.3,8.7,9.0,8.7,8.2,8.2
Telde,Spain,8.4,5.4,7.8,8.5,7.6,8.0,8.0
Valencia,Spain,11.5,14.5,13.3,10.2,8.8,10.8,10.9
Valladolid,Spain,11.2,10.1,10.8,9.7,10.6,11.2,11.2
Vigo,Spain,13.4,11.0,10.5,9.4,11.0,9.6,9.6
Villa del Prado,Spain,9.4,10.8,11.1,10.8,10.3,8.9,8.9
Villar del Arzobispo,Spain,8.1,8.2,9.2,9.4,7.1,5.0,5.1
Villarejo de Salvanes,Spain,11.5,9.8,10.8,11.7,11.8,11.0,11.0
Vitoria-Gasteiz,Spain,8.9,8.6,8.1,7.8,8.3,9.9,9.9
Viver,Spain,7.4,6.3,5.7,6.3,6.8,6.4,6.4
Zorita del Maestrazgo,Spain,6.9,6.6,6.0,7.9,6.3,6.5,6.6
Stockholm,Sweden,4.4,6.6,6.1,5.1,6.0,6.8,6.8
Sundsvall,Sweden,5.4,6.3,6.4,5.4,5.2,5.7,6.2
Uppsala,Sweden,4.6,6.7,5.5,4.4,5.0,4.6,4.6
Bern,Switzerland,13.5,12.8,10.9,9.4,9.8,10.5,10.5
Binningen,Switzerland,9.8,10.8,10.5,10.1,9.5,9.4,9.4
Dubendorf,Switzerland,9.6,10.4,13.7,14.0,10.4,9.0,8.9
Kussnacht,Switzerland,5.0,6.1,6.3,5.7,4.6,5.5,5.2
Payerne,Switzerland,8.5,8.5,8.2,7.5,7.5,8.1,8.0
Zurich,Switzerland,10.4,11.2,10.9,8.9,11.3,10.4,10.3
Changhua,Taiwan,22.8,21.8,19.3,15.8,18.2,16.1,16.1
Chiayi city,Taiwan,24.1,23.7,21.5,17.9,20.2,17.0,17.0
Hualien,Taiwan,11.9,8.8,9.4,8.7,8.9,7.6,7.6
Kaohsiung,Taiwan,27.7,24.4,22.7,19.8,21.6,19.4,19.4
Keelung,Taiwan,15.7,13.5,12.6,13.5,13.5,10.7,10.7
Miaoli,Taiwan,19.1,19.6,16.6,13.4,14.7,10.9,10.9
Nantou,Taiwan,26.5,22.9,20.3,17.9,19.3,14.6,14.6
New Taipei,Taiwan,16.9,15.2,14.1,12.9,12.9,10.3,10.3
Penghu,Taiwan,15.7,14.3,13.1,12.3,13.7,10.9,10.8
Pingtung,Taiwan,23.3,21.5,19.9,17.5,18.1,17.8,17.9
Taichung,Taiwan,20.3,19.2,18.0,15.5,17.1,12.9,13.0
Tainan,Taiwan,24.9,23.9,22.6,18.4,20.1,17.8,17.9
